id,Year,Month number,Offence category,Offence type,Reporting region ,Statistical Area 2,Number of offences
3676,2013,11,Commercial break-ins,Commercial break-ins attempted,Darwin,-,3
3677,2013,11,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,1
3678,2013,11,Homicide and related Offences,Murder,Darwin,-,1
3679,2013,11,House break-ins,House break-ins actual,Darwin,-,43
3680,2013,11,House break-ins,House break-ins actual,NT Balance,Humpty Doo,1
3681,2013,11,House break-ins,House break-ins actual,Palmerston,-,9
3682,2013,11,House break-ins,House break-ins attempted,Palmerston,-,1
3683,2013,11,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,32
3684,2013,11,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,13
3685,2013,11,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,32
3686,2013,11,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,7
3687,2013,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,3
3688,2013,11,Property Damage Offences,Property damage offences,Darwin,-,164
3689,2013,11,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,4
3690,2013,11,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,3
3691,2013,11,Property Damage Offences,Property damage offences,Palmerston,-,45
3692,2013,11,Robbery - extortion and related offences,Robbery,Darwin,-,3
3693,2013,11,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,1
3694,2013,11,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,3
3695,2013,11,Sexual Assault and related offences,Sexual assault,Darwin,-,13
3696,2013,11,Sexual Assault and related offences,Sexual assault,Palmerston,-,18
3697,2013,11,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,212
3698,2013,11,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,3
3699,2013,11,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,9
3700,2013,11,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,79
3701,2013,12,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,2
3702,2013,12,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,1
3703,2013,12,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,4
3704,2013,12,Acts intended to cause injury,Assault,Darwin,-,51
3705,2013,12,Acts intended to cause injury,Assault,Palmerston,-,9
3706,2013,12,Acts intended to cause injury,Assault,Darwin,-,60
3707,2013,12,Acts intended to cause injury,Assault,Palmerston,-,9
3708,2013,12,Acts intended to cause injury,Assault,Darwin,-,14
3709,2013,12,Acts intended to cause injury,Assault,Palmerston,-,2
3710,2013,12,Acts intended to cause injury,Assault,Darwin,-,21
3711,2013,12,Acts intended to cause injury,Assault,Palmerston,-,1
3712,2013,12,Acts intended to cause injury,Assault,Darwin,-,12
3713,2013,12,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3714,2013,12,Acts intended to cause injury,Assault,Palmerston,-,6
3715,2013,12,Acts intended to cause injury,Assault,Darwin,-,15
3716,2013,12,Acts intended to cause injury,Assault,Palmerston,-,4
3717,2013,12,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,2
3718,2013,12,Commercial break-ins,Commercial break-ins actual,Darwin,-,35
3719,2013,12,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
3720,2013,12,Commercial break-ins,Commercial break-ins actual,Palmerston,-,3
3721,2013,12,House break-ins,House break-ins actual,Darwin,-,50
3722,2013,12,House break-ins,House break-ins actual,NT Balance,Humpty Doo,1
3723,2013,12,House break-ins,House break-ins actual,Palmerston,-,9
3724,2013,12,House break-ins,House break-ins attempted,Palmerston,-,2
3725,2013,12,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,27
3726,2013,12,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,1
3727,2013,12,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,20
3728,2013,12,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,27
3729,2013,12,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,2
3730,2013,12,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,9
3731,2013,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
3732,2013,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,1
3733,2013,12,Property Damage Offences,Property damage offences,Darwin,-,134
3734,2013,12,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,1
3735,2013,12,Property Damage Offences,Property damage offences,Palmerston,-,48
3736,2013,12,Robbery - extortion and related offences,Robbery,Darwin,-,5
3737,2013,12,Robbery - extortion and related offences,Robbery,Palmerston,-,2
3738,2013,12,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,1
3739,2013,12,Sexual Assault and related offences,Non-assaultive sexual offences,NT Balance,Howard Springs,1
3740,2013,12,Sexual Assault and related offences,Sexual assault,Darwin,-,10
3741,2013,12,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,230
3742,2013,12,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,4
3743,2013,12,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,8
3744,2013,12,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,84
3745,2014,1,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,NT Balance,Humpty Doo,1
3746,2014,1,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Palmerston,-,3
3747,2014,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,1
3748,2014,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
3749,2014,1,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,7
3750,2014,1,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,1
3751,2014,1,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
3752,2014,1,Acts intended to cause injury,Assault,Darwin,-,40
3753,2014,1,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,3
3754,2014,1,Acts intended to cause injury,Assault,Palmerston,-,18
3755,2014,1,Acts intended to cause injury,Assault,Darwin,-,41
3756,2014,1,Acts intended to cause injury,Assault,Palmerston,-,3
3757,2014,1,Acts intended to cause injury,Assault,Darwin,-,7
3758,2014,1,Acts intended to cause injury,Assault,Palmerston,-,5
3759,2014,1,Acts intended to cause injury,Assault,Darwin,-,16
3760,2014,1,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3761,2014,1,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3762,2014,1,Acts intended to cause injury,Assault,Palmerston,-,5
3763,2014,1,Acts intended to cause injury,Assault,Darwin,-,17
3764,2014,1,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3765,2014,1,Acts intended to cause injury,Assault,Palmerston,-,4
3766,2014,1,Acts intended to cause injury,Assault,Darwin,-,19
3767,2014,1,Acts intended to cause injury,Assault,Palmerston,-,2
3768,2014,1,Commercial break-ins,Commercial break-ins actual,Darwin,-,34
3769,2014,1,Commercial break-ins,Commercial break-ins actual,Palmerston,-,7
3770,2014,1,Commercial break-ins,Commercial break-ins attempted,Darwin,-,3
3771,2014,1,House break-ins,House break-ins actual,Darwin,-,34
3772,2014,1,House break-ins,House break-ins actual,Palmerston,-,11
3773,2014,1,House break-ins,House break-ins attempted,Darwin,-,1
3774,2014,1,House break-ins,House break-ins attempted,Palmerston,-,1
3775,2014,1,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,26
3776,2014,1,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
3777,2014,1,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,3
3778,2014,1,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,11
3779,2014,1,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,40
3780,2014,1,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,1
3781,2014,1,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,16
3782,2014,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
3783,2014,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Howard Springs,1
3784,2014,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Humpty Doo,1
3785,2014,1,Property Damage Offences,Property damage offences,Darwin,-,184
3786,2014,1,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,1
3787,2014,1,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,1
3788,2014,1,Property Damage Offences,Property damage offences,Palmerston,-,42
3789,2014,1,Robbery - extortion and related offences,Robbery,Darwin,-,4
3790,2014,1,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,2
3791,2014,1,Sexual Assault and related offences,Sexual assault,Darwin,-,6
3792,2014,1,Sexual Assault and related offences,Sexual assault,NT Balance,Humpty Doo,1
3793,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,226
3794,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,4
3795,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,4
3796,2014,1,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,75
3797,2014,2,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,1
3798,2014,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,1
3799,2014,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
3800,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,9
3801,2014,2,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
3802,2014,2,Acts intended to cause injury,Assault,Darwin,-,39
3803,2014,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3804,2014,2,Acts intended to cause injury,Assault,Palmerston,-,16
3805,2014,2,Acts intended to cause injury,Assault,Darwin,-,45
3806,2014,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3807,2014,2,Acts intended to cause injury,Assault,Palmerston,-,7
3808,2014,2,Acts intended to cause injury,Assault,Darwin,-,11
3809,2014,2,Acts intended to cause injury,Assault,Palmerston,-,2
3810,2014,2,Acts intended to cause injury,Assault,Darwin,-,16
3811,2014,2,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3812,2014,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3813,2014,2,Acts intended to cause injury,Assault,Palmerston,-,6
3814,2014,2,Acts intended to cause injury,Assault,Darwin,-,14
3815,2014,2,Acts intended to cause injury,Assault,Palmerston,-,8
3816,2014,2,Acts intended to cause injury,Assault,Darwin,-,15
3817,2014,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3818,2014,2,Acts intended to cause injury,Assault,Palmerston,-,5
3819,2014,2,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,2
3820,2014,2,Commercial break-ins,Commercial break-ins actual,Darwin,-,25
3821,2014,2,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
3822,2014,2,Commercial break-ins,Commercial break-ins actual,Palmerston,-,7
3823,2014,2,Commercial break-ins,Commercial break-ins attempted,Darwin,-,3
3824,2014,2,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,1
3825,2014,2,House break-ins,House break-ins actual,Darwin,-,41
3826,2014,2,House break-ins,House break-ins actual,NT Balance,Humpty Doo,1
3827,2014,2,House break-ins,House break-ins actual,Palmerston,-,12
3828,2014,2,House break-ins,House break-ins attempted,Darwin,-,3
3829,2014,2,House break-ins,House break-ins attempted,Palmerston,-,1
3830,2014,2,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,33
3831,2014,2,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,1
3832,2014,2,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,13
3833,2014,2,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,35
3834,2014,2,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,2
3835,2014,2,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,18
3836,2014,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,1
3837,2014,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,2
3838,2014,2,Property Damage Offences,Property damage offences,Darwin,-,174
